-12.0215439856373	-0.917463414634146
-11.0736086175943	-0.934634146341464
-9.86714542190305	-0.891707317073171
-8.83303411131059	-0.83590243902439
-7.62657091561939	-0.78009756097561
-6.33393177737881	-0.685658536585366
-5.12746858168761	-0.599804878048781
-4.09335727109515	-0.518243902439025
-3.23159784560144	-0.376585365853659
-2.02513464991023	-0.264975609756098
-1.07719928186715	-0.153365853658537
-0.215439856373429	-0.0546341463414635
0.387791741472172	0.00117073170731698
1.07719928186715	0.0870243902439023
2.28366247755835	0.185756097560976
2.97307001795332	0.280195121951219
4.09335727109515	0.404682926829268
5.29982046678635	0.520585365853658
6.6786355475763	0.62790243902439
7.62657091561939	0.726634146341463
8.40215439856373	0.795317073170732
9.52244165170556	0.829658536585366
10.9874326750449	0.782439024390244
